"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PAXBP1",3.12074535743897e-20,-0.415009725218389,0.148,0.309,8.30960866325274e-16
"GAK",3.46055286293919e-20,-0.451510203453036,0.045,0.139,9.21441410814818e-16
"DSE",3.47820804116158e-20,-0.402508387682549,0.059,0.166,9.26142455120094e-16
"ZNF793",3.55540136509039e-20,-0.295998865164969,0.049,0.147,9.46696721482619e-16
"TCF7L2",3.91794780400659e-20,-0.47630949896192,0.05,0.148,1.04323196177283e-15
"WARS2-AS1",4.05822049772867e-20,-0.265738368553347,0.033,0.115,1.08058237193021e-15
"MXD4",4.11653128625022e-20,-0.462078343922201,0.077,0.196,1.09610878558985e-15
"CEP164",4.39150141487873e-20,-0.380839300463264,0.027,0.103,1.16932508173976e-15
"DES",4.52546779921358e-20,0.518503050566518,0.649,0.573,1.2049963108966e-15
"DGKD",4.57437757218513e-20,-0.227268623547579,0.079,0.202,1.21801951614573e-15
"RPL18A",4.67841882734618e-20,0.898891024584784,0.366,0.192,1.24572258115747e-15
"HP1BP3",4.808076232465e-20,-0.491105566343129,0.206,0.39,1.28024645841846e-15
"CEP83",5.05886684190269e-20,-0.379215035619406,0.061,0.169,1.34702447399343e-15
"LMBR1L",5.17637141382431e-20,-0.350242699969873,0.033,0.115,1.378312416359e-15
"MYO18B",5.69475125789414e-20,-0.509793450601732,0.091,0.219,1.51634141743947e-15
"UBA6",5.80635256779881e-20,-0.33135593876748,0.06,0.167,1.54605749822779e-15
"SNRNP48",5.83622455004586e-20,-0.309425129710273,0.047,0.144,1.55401151094071e-15
"HERC2",6.50134514835884e-20,-0.41352196594252,0.132,0.282,1.73111317265351e-15
"DAZAP1",6.51502831020362e-20,-0.484251204490055,0.069,0.18,1.73475658815792e-15
"RBM23",7.02596274282959e-20,-0.224012690388757,0.047,0.142,1.87080309953324e-15
"ZNF680",7.85120819734671e-20,-0.331178323555887,0.129,0.282,2.09054120670751e-15
"AC139887.2",7.94865130203342e-20,-0.300920838014652,0.072,0.189,2.11648738219244e-15
"ZNF708",8.00951399793551e-20,-0.478688709946107,0.06,0.164,2.13269329223029e-15
"ACAD11",8.78956326547978e-20,-0.357266050535913,0.058,0.162,2.3403970106993e-15
"RPL8",9.21033351939315e-20,0.866079917473575,0.416,0.243,2.45243550620881e-15
"CEP44",9.39536179879798e-20,-0.227943083883971,0.071,0.188,2.50170298616594e-15
"AHI1",9.51815493072489e-20,-0.505958763113213,0.211,0.396,2.53439911340412e-15
"TLE4",1.14119940675299e-19,-0.410789157056278,0.102,0.237,3.03867166036119e-15
"KAT2A",1.19681394885243e-19,-0.32819606024194,0.029,0.106,3.18675650160937e-15
"ADAMTSL3",1.23564010726257e-19,-0.363549541000704,0.042,0.132,3.29013891360805e-15
"CWF19L2",1.2498402465364e-19,-0.408860668076095,0.083,0.205,3.32794962445248e-15
"C15orf41",1.36835693485179e-19,-0.294334739686514,0.029,0.106,3.64352401042985e-15
"YTHDC2",1.38858933775176e-19,-0.280664316126415,0.086,0.211,3.69739682963162e-15
"PRH1",1.48224542249627e-19,-0.257913306339237,0.057,0.161,3.94677488648082e-15
"RPS15",1.49169708800225e-19,0.834013587175372,0.416,0.243,3.9719418362236e-15
"ABI3BP",1.57023098903336e-19,-0.74541558122849,0.069,0.178,4.18105405449912e-15
"NME3",1.59715263610899e-19,-0.405081246936234,0.091,0.218,4.25273832416742e-15
"PHLDB1",1.66405249748e-19,-0.595993855636107,0.116,0.256,4.43087258503999e-15
"SPIDR",1.67789683016016e-19,-0.426102849689974,0.029,0.106,4.46773588966745e-15
"PABPN1",1.87171940697569e-19,-0.412833260367064,0.169,0.333,4.98382726495416e-15
"SRSF11",2.0242580957548e-19,-0.458075374165067,0.241,0.437,5.3899920315663e-15
"RPL36",2.07981646609342e-19,0.91552511469357,0.356,0.189,5.53792730426695e-15
"TRIM56",2.0855141286771e-19,-0.485179067717737,0.124,0.268,5.55309847042853e-15
"MFSD11",2.34676560976777e-19,-0.145636266651669,0.052,0.151,6.24873278912865e-15
"RPL9",2.44921783975734e-19,0.929657241948472,0.407,0.248,6.52153234192187e-15
"ZNF844",2.68604057311894e-19,-0.434720147918707,0.036,0.118,7.15212023404379e-15
"AC005670.3",2.69981276886e-19,-0.29666279663437,0.067,0.178,7.18879145964353e-15
"CDK9",2.76492497896584e-19,-0.413785634435184,0.028,0.103,7.36216574149234e-15
"RNF216",2.76856989595949e-19,-0.337626994272516,0.095,0.224,7.37187106197133e-15
"ATXN2L",2.94884272463855e-19,-0.327666537790828,0.028,0.103,7.85188352289508e-15
"BTG2",2.96371224225811e-19,-0.570361776440176,0.071,0.181,7.89147658746066e-15
"TENT2",3.03048184070154e-19,-0.258757639597051,0.069,0.181,8.069263997236e-15
"NUP42",3.659269899585e-19,-0.343120271514058,0.047,0.14,9.74353796162498e-15
"CDK11A",4.33408001938295e-19,-0.398782801823956,0.029,0.104,1.1540354867611e-14
"ATP5IF1",4.40268682524237e-19,0.92432138690491,0.424,0.274,1.17230342095729e-14
