"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CSGALNACT2",0.000246513705101548,-0.100069591744454,0.257,0.274,1
"POM121",0.000247191805177036,-0.113263754049668,0.153,0.17,1
"FBXO9",0.000273849777633801,-0.122481892967297,0.204,0.223,1
"MARCH7",0.000276238198466538,-0.147408962960961,0.293,0.311,1
"TRIM52",0.000278400736586003,-0.131061511283195,0.106,0.122,1
"PIK3C2A",0.000294540060364992,-0.150437700833099,0.124,0.138,1
"KLHL24",0.000295170521634089,-0.137064782286766,0.175,0.194,1
"RHOF",0.000299271496968456,0.15350016708322,0.302,0.299,1
"NCOR2",0.000305827259092185,-0.161987573937325,0.184,0.199,1
"HTT",0.000325978717021907,-0.128924866952505,0.124,0.139,1
"HGSNAT",0.000330752629362276,-0.169191130776132,0.122,0.137,1
"XAF1",0.000340037661145069,-0.354425866588303,0.201,0.217,1
"BCL2L11",0.000349321394736317,-0.120150545309217,0.105,0.118,1
"DDX24",0.000359120002534163,-0.100582103508946,0.651,0.665,1
"C6orf62",0.000364131259793653,-0.11097817649771,0.204,0.182,1
"TNPO1",0.000429576758068987,-0.127453753366596,0.188,0.204,1
"CHD6",0.000467504404277955,-0.153318710273088,0.176,0.192,1
"SREK1",0.000478740981311307,-0.173598858019272,0.212,0.229,1
"RNF167",0.000524717974161194,0.124482060382646,0.348,0.343,1
"LONP2",0.000531342280609405,-0.147890805553904,0.207,0.226,1
"VEZT",0.00053307981412583,-0.111165540132313,0.121,0.135,1
"FAM126B",0.000554175714765724,-0.127519128836421,0.107,0.12,1
"BRWD1",0.000585777237218073,-0.175817616672567,0.221,0.239,1
"TARDBP",0.000598629541244568,-0.109752942369104,0.21,0.227,1
"C11orf98",0.000604588657437174,0.126951589804986,0.139,0.128,1
"RAF1",0.000620902056923068,-0.103200982232498,0.173,0.191,1
"HELB",0.000631080132298452,-0.114001288983609,0.179,0.194,1
"UBR1",0.000722249157743279,-0.106088127596634,0.151,0.168,1
"TTC3",0.000753120357375256,-0.194901532865008,0.34,0.358,1
"SLC35A3",0.000765451126679512,-0.115545453204537,0.096,0.109,1
"ISG20L2",0.000856858808746191,-0.106884730397308,0.198,0.214,1
"CNOT6L",0.000864060990184819,-0.102615976866466,0.292,0.312,1
"CBX5",0.000874735625828133,-0.102264231313478,0.154,0.17,1
"SPG11",0.000876140615209511,-0.148961329679539,0.176,0.19,1
"RAB3GAP2",0.000887824882291502,-0.115403083232264,0.141,0.155,1
"NEU1",0.000906830129059986,-0.102741336998451,0.162,0.177,1
"PRKAG2",0.000914741553710739,-0.143484639823273,0.171,0.185,1
"CEP350",0.000975815520883588,-0.134647548252829,0.341,0.359,1
"PIN1",0.00110029590555877,0.101574469937217,0.307,0.297,1
"MTR",0.00121348020251392,-0.1217918636407,0.131,0.145,1
"NFATC2IP",0.00121911781069853,-0.167757851082451,0.192,0.208,1
"CEP95",0.00123944905852946,-0.112181961300832,0.107,0.12,1
"DLEU2",0.00125346930346965,-0.115644204428301,0.129,0.143,1
"POLR2A",0.00129815185509581,-0.130360161374154,0.259,0.275,1
"TUG1",0.00148439728455833,-0.265768499831549,0.164,0.174,1
"PLK3",0.00170785855688187,-0.128414239258531,0.168,0.179,1
"FASLG",0.00171395914311636,0.107148858212324,0.158,0.148,1
"SPECC1",0.00176390330651604,-0.116194781682365,0.102,0.088,1
"NFAT5",0.00179203516702719,-0.182139611882869,0.208,0.22,1
"HSPA5",0.00179849352112472,-0.135994046771589,0.543,0.558,1
"PWWP2A",0.00180772476720826,-0.103542534176268,0.133,0.147,1
"METRNL",0.00195128470953927,-0.195822159731656,0.322,0.333,1
"RBM26",0.00200682102024468,-0.180716595851086,0.231,0.244,1
"ZNF451",0.00211126371824018,-0.160397110326073,0.169,0.182,1
"THUMPD3-AS1",0.002170343129914,-0.172382743471087,0.212,0.227,1
"NAXE",0.00222340324034849,0.107141394352566,0.193,0.182,1
"DHX36",0.00223270838472851,-0.123187198570918,0.406,0.421,1
"TAGAP",0.00229576216255383,-0.117715056000861,0.591,0.6,1
"MYSM1",0.00253591987110013,-0.12862917231927,0.182,0.196,1
"REV1",0.00257253345362359,-0.131158801474116,0.124,0.135,1
"LTN1",0.00258485919223868,-0.13539328622387,0.17,0.184,1
"PRKD3",0.00265119253882745,-0.107303286192225,0.095,0.106,1
"ZC3H7A",0.00265918563559948,-0.11755304136281,0.174,0.188,1
"DGCR6L",0.00270727075502515,0.109294522444371,0.221,0.211,1
"CDK2AP2",0.00280933338821278,0.115850366073255,0.372,0.367,1
"TNFSF14",0.00289843235609401,0.105237813849281,0.15,0.14,1
"CSNK1E",0.00294932067911142,-0.107730188667267,0.091,0.103,1
"CARD8",0.00297612052344561,-0.101664189428193,0.23,0.246,1
"KIAA0586",0.00305233410374829,-0.113606639265905,0.129,0.143,1
"CELF1",0.00333639863623893,-0.191493018522774,0.238,0.251,1
"UBR5",0.00349810923537532,-0.163019499639072,0.188,0.2,1
"CSNK1D",0.00375507204162675,-0.141591432324894,0.238,0.25,1
