"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARHGEF3",1.86641006318231e-219,-1.12763840921246,0.127,0.48,4.96969007523554e-215
"IFNG",1.98178335609205e-217,-1.57317940358171,0.052,0.392,5.27689454226631e-213
"RPL36A",2.41836663505421e-217,0.654260479212498,0.965,0.919,6.43938483915885e-213
"FOSL2",2.87595512744149e-217,-1.22843713733485,0.064,0.401,7.65780571783847e-213
"IFT57",6.78112577673694e-217,0.85400940220604,0.337,0.067,1.80561036057175e-212
"CEP78",1.03063073954716e-216,-1.20314347825925,0.081,0.423,2.74426047019222e-212
"CD200",7.37765589384517e-216,0.684265371028632,0.176,0,1.96444843485415e-211
"ID3",1.48384473688092e-215,0.780044271636809,0.231,0.018,3.95103338089283e-211
"MT-ND1",1.90517433500451e-215,0.762356939516376,0.98,0.872,5.07290770181651e-211
"LIME1",1.54951691225037e-214,-1.24570351147195,0.142,0.487,4.12589868224906e-210
"FTL",7.45651145404715e-214,0.550749198830965,0.988,0.973,1.98544530486914e-209
"PNOC",1.21357151885891e-213,0.5891949760878,0.174,0,3.23137688326562e-209
"AAK1",1.0011530703522e-212,-1.11402721608811,0.074,0.408,2.66577028042681e-208
"LINC01857",1.82965219267791e-212,0.647306285967922,0.172,0,4.87181489344348e-208
"TNFRSF13B",4.89226775687352e-212,0.671466622679415,0.173,0,1.30266413562271e-207
"CCR6",9.6600347035428e-212,0.62791590800121,0.193,0.006,2.57217744051234e-207
"OSBPL10",3.64862142269223e-211,0.578230642983501,0.175,0.001,9.71518426220259e-207
"ADK",1.23692463001105e-210,0.938155476922444,0.384,0.097,3.29355921233043e-206
"PAXX",3.00781971791652e-210,-1.05282974154246,0.3,0.628,8.00892156289632e-206
"EMP3",3.35557024328946e-210,-0.850030182431634,0.696,0.878,8.93487688680684e-206
"SAMHD1",7.22223671953243e-210,-1.09526165003031,0.13,0.474,1.9230649713099e-205
"AP001636.3",2.05177199214418e-209,0.629346782406065,0.17,0,5.46325328348232e-205
"SNN",1.10085768394787e-208,0.609166439332553,0.195,0.008,2.93125375504798e-204
"CPNE5",7.73159389399482e-208,0.594101041959416,0.172,0.001,2.058691506154e-203
"CD96",8.17439760602592e-208,-1.08482404038394,0.085,0.421,2.17659685055652e-203
"SLAMF7",1.26860606184599e-207,-1.06329915719906,0.042,0.364,3.37791736087731e-203
"NCOA3",2.57223276080676e-207,0.888064617364735,0.475,0.158,6.84908417220015e-203
"GCA",1.418101157328e-206,0.720151103527039,0.265,0.035,3.77597795161727e-202
"MT2A",3.51257989290339e-206,-1.40302839948986,0.132,0.468,9.35294648083386e-202
"CDK14",7.43207476052299e-206,0.550459719941124,0.17,0.001,1.97893854648446e-201
"BTN3A2",1.1977243908134e-205,-1.05081465876686,0.223,0.553,3.18918073541885e-201
"RPL7",1.41075001129605e-205,0.635062463213576,0.95,0.887,3.75640405507798e-201
"HAVCR2",2.13959539671678e-205,-1.08923785323296,0.018,0.327,5.69710066283777e-201
"AKR1C3",8.10598893850969e-205,-1.12702695007765,0.007,0.31,2.15838167465697e-200
"XCL1",9.53903532733073e-205,-1.9183415704441,0.037,0.355,2.53995893660835e-200
"RNASE6",1.31145870948317e-204,0.680199806592237,0.207,0.012,3.49202110574083e-200
"RPL17",1.4487717665449e-204,0.504726717149301,0.975,0.979,3.85764458277911e-200
"IGLC3",2.22234195615417e-204,1.47342874829406,0.24,0.027,5.9174299266517e-200
"SNX22",6.03961594001917e-204,0.6139704779539,0.19,0.007,1.6081685363489e-199
"RPL14",6.47385690450892e-204,0.457084387463206,0.979,0.981,1.72379387796359e-199
"CHD7",1.46993176757587e-203,0.797586365623437,0.335,0.068,3.91398731752426e-199
"PLEKHF1",1.71506096284768e-203,-1.05042901086031,0.054,0.373,4.56669282577452e-199
"IGF2R",3.7567234131821e-202,-1.0947671622478,0.115,0.45,1.000302743228e-197
